Country,City,Title,Price,Cleanliness,Accuracy,Check-in,Communication,Value,Bathroom,Bedroom and laundry,Entertainment,Heating and cooling,Privacy and safety,Internet and office,Kitchen and dining,Parking and facilities,Services
Croatia,Zagreb,Anchie,,,,8/24/2025,,,"Bathtub, Hair dryer, Cleaning products, Shampoo, Lactovit body soap, Hot water, Shower gel","Washer, Dryer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet",TV,"Air conditioning, Central heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Induction stove, Gorenje stainless steel oven, Coffee maker: Nespresso, Wine glasses",Free parking on premises,"Smoking allowed, Self check-in, Smart lock"
Croatia,Zagreb,Sugar,,,,,,,"Hair dryer, Shampoo, Body soap, Hot water, Shower gel","Hangers, Bed linens
Cotton linens, Iron, Clothing storage: closet",TV,"Air conditioning, Central heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Other induction stove, Oven, Hot water kettle, Wine glasses, Coffee",Paid parking on premises,"Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
Croatia,Zagreb,Luckyones Hideout#1,316,,,,,,"Bathtub, Hair dryer, Cleaning products, Shampoo, Body soap, Hot water, Shower gel","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Iron, Drying rack for clothing, Clothing storage","HDTV with standard cable, Books and reading material","Central air conditioning, Heating",0,"Wifi, Dedicated workspace
In a common space","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Induction stove, Oven, Hot water kettle, Coffee maker, Baking sheet, Dining table, Coffee","Free street parking, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide","Pets allowed
Assistance animals are always allowed, Host greets you"
Croatia,Split,Luxury modern apt. St.Cassian - 10 min to Old Town,374,,,,,,"Hair dryer, Cleaning products, Body soap, Hot water","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Mosquito net, Clothing storage: closet",TV,"Air conditioning, Heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Dishwasher, Stove, Oven, Hot water kettle, Wine glasses, Trash compactor, Coffee",Free street parking,"Self check-in, Lockbox"
Croatia,Split,Split Znjan Beach View Apartment 2+2 Guests,,,,8/22/2025,,,"Bathtub, Hair dryer, Hot water, Shower gel","Free washer – In unit, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Iron, Drying rack for clothing","HDTV with standard cable, Books and reading material","AC - split type ductless system, Heating - split type ductless system",0,"Fast wifi – 165 Mbps
Verified by speed test. Stream 4K videos and join video calls on multiple devices., Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Freezer, Electric stove, Single oven, Coffee maker: espresso machine, Dining table","Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide, Single level home
No stairs in home","Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox, Host greets you"
Croatia,Split,NEW! Old town Luxury Apartment Ina,726,,,,,,"Hair dryer, Shampoo, Conditioner, Body soap, Bidet, Hot water, Shower gel","Free washer – In unit, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Safe",TV,"Air conditioning, Heating",0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Other electric stove, Oven, Coffee maker, Wine glasses, Baking sheet, Dining table, Coffee","Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide","Self check-in, Lockbox"
Croatia,Split,"1*New Brankas listing direct on beach+kayak,SUP",453,,,,,,"Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Outdoor shower, Hot water","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Room-darkening shades, Iron, Drying rack for clothing, Safe, Clothing storage: closet","TV, Books and reading material","Air conditioning, Heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Other electric stove, Oven, Hot water kettle, Coffee maker: pour-over coffee, Wine glasses, Toaster, Baking sheet, Barbecue utensils
Grill, charcoal, bamboo skewers/iron skewers, etc., Dining table",Free parking on premises,"Self check-in, Lockbox"
Croatia,Split,MAROEN 3 Lux Apartment Old Town,558,,,,,,"Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Safe, Clothing storage",TV,"Air conditioning, Heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Freezer, Dishwasher, Stove, Hot water kettle, Coffee maker: Nespresso, Wine glasses",Paid parking off premises,"Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more"
Croatia,Split,Luxury Studio Apartment in the Centre ( Kamarin),585,,,,,,"Hair dryer, Cleaning products, Shampoo, Body soap, Hot water, Shower gel","Washer, Free dryer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Room-darkening shades, Iron, Drying rack for clothing, Safe, Mosquito net, Clothing storage: closet and wardrobe","Ethernet connection, 65 inch HDTV, Books and reading material","Air conditioning, Heating - split type ductless system",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Candy refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Dishwasher, Bosch electric stove, Bosch oven, Hot water kettle, Coffee maker: Nespresso, Wine glasses, Toaster, Baking sheet, Dining table, Coffee",Paid parking lot off premises,"Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Keypad
Check yourself into the home with a door code, Cleaning available during stay"
Croatia,Split,Modern room with balcony and seaview,,,,,,,"Hair dryer, Cleaning products, Shampoo, Body soap, Hot water, Shower gel","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Safe, Clothing storage",TV,"Air conditioning, Heating",0,"Wifi, Dedicated workspace","Refrigerator, Mini fridge, Hot water kettle, Coffee maker: Nespresso, Wine glasses, Dining table, Coffee",0,Host greets you
Croatia,Split,"Lemon Blue L, Bačvice beach, new luxury apartment",766,,,,,,"Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel","Washer, Hangers, Bed linens
Egyptian cotton Zara Home linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Safe, Clothing storage: wardrobe","TV, Books and reading material","Air conditioning, Heating - split type ductless system",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Smeg refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stainless steel electric stove, Stainless steel double oven, Hot water kettle, Coffee maker: Nespresso, Wine glasses, Toaster, Baking sheet, Dining table, Coffee","Free street parking, Paid parking lot on premises","Long term stays allowed
Allow stay for 28 days or more, Self check-in, Keypad
Check yourself into the home with a door code"
Croatia,Split,"Seaside penthouse with Hot tub ""SKY LIVING""",1035,,,,,,"Bathtub, Hair dryer, Cleaning products, Shampoo, Body soap, Bidet, Outdoor shower, Hot water, Shower gel","Washer, Dryer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Safe, Clothing storage","TV with standard cable, Netflix","Air conditioning, Heating",0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Baking sheet, Dining table, Coffee","Free parking on premises, Free street parking, Private hot tub - available all year, EV charger
Guests can charge their electric vehicles on the property","Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Host greets you"
Croatia,Split,"Antinous, private parking, Ultra speedWifi,Netflix",,,,,,,"Bathtub, Hair dryer, Cleaning products, Shampoo, Body soap, Hot water, Shower gel","Washer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Safe, Clothing storage: closet, wardrobe, and dresser","TV, Sound system, Books and reading material","Air conditioning, Heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Electric stove, Oven, Hot water kettle, Wine glasses, Toaster, Baking sheet, Blender, Dining table",Free parking on premises,"Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
Croatia,Split,Sunny apartment Vesna,350,,,,,,"Bathtub, Hair dryer, Cleaning products, Nivea, Loreal shampoo, Loreal conditioner, Nivea body soap, Hot water, Shower gel","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton Dota linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Safe, Clothing storage: closet","60 inch HDTV with premium cable, standard cable, Netflix, Books and reading material","Central air conditioning, Heating",0,"Fast wifi – 571 Mbps
Verified by speed test. Stream 4K videos and join video calls on multiple devices.","Kitchen
Space where guests can cook their own meals, Gorenje refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Electrolux stainless steel electric stove, Stainless steel oven, Hot water kettle, Coffee maker: Nespresso, Wine glasses, Toaster, Baking sheet, Dining table, Coffee","Free street parking, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide","Long term stays allowed
Allow stay for 28 days or more, Host greets you"
Croatia,Split,Villa AG Delux with Jacuzzy and Terrace,672,,,,,,"Hair dryer, Shampoo, Bidet, Hot water, Shower gel","Washer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Iron, Safe, Clothing storage: closet",TV,"Air conditioning, Heating - split type ductless system",0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Dishwasher, Stove, Hot water kettle, Coffee maker: pour-over coffee, Wine glasses, Baking sheet, Dining table","Free parking on premises, Hot tub","Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure"
Croatia,Split,Sea View Apartment Reno with private garage,,,,,,,"Bathtub, Hair dryer, Bidet, Hot water, Shower gel","Washer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Iron, Drying rack for clothing, Safe, Clothing storage: closet","50 inch HDTV with Netflix, Books and reading material","Air conditioning, Heating",0,"Fast wifi – 239 Mbps
Verified by speed test. Stream 4K videos and join video calls on multiple devices.","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Dining table","Free residential garage on premises – 3 spaces, Free street parking","Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Cleaning available during stay, Host greets you"
Croatia,Split,Golden Gate of Split ⭐⭐⭐⭐ Luxury apartment,,,,,,,"Hair dryer, Body soap, Hot water, Shower gel","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Safe",TV with standard cable,"AC - split type ductless system, Heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker: Nespresso, Wine glasses, Toaster, Baking sheet, Blender, Dining table","Free street parking, Paid parking off premises","Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
Croatia,Split,LaLaura*Swim Sleep Repeat*Znjan 500m*free P,825,,,,,,"Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Safe, Mosquito net, Clothing storage: walk-in closet and closet","65 inch HDTV with Chromecast, HBO Max, Netflix, premium cable, standard cable, Amazon Prime Video, Apple TV, Disney+, Hulu, Sony and Bose Bluetooth sound system, Exercise equipment: elliptical, free weights, yoga mat","AC - split type ductless system, Heating - split type ductless system",0,"Fast wifi – 703 Mbps
Verified by speed test. Stream 4K videos and join video calls on multiple devices., Dedicated workspace
In a private space with a monitor, ergonomic chair, laptop stand, and surge protector","Kitchen
Space where guests can cook their own meals, Bosch refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stove, Stainless steel single oven, Hot water kettle, Coffee maker: Nespresso, Toaster, Baking sheet, Blender, Coffee","Free parking on premises, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide","Smoking allowed, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
Croatia,Split,Martin II,,,,,,,"Bathtub, Hair dryer, Cleaning products, Body soap, Hot water","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet and wardrobe","HDTV with premium cable, standard cable","Central air conditioning, Portable fans, Central heating",0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stainless steel electric stove, Stainless steel oven, Hot water kettle, Coffee maker: espresso machine, Wine glasses, Toaster, Baking sheet, Blender, Dining table, Coffee","Free driveway parking on premises – 1 space, Free street parking","Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Host greets you"
Croatia,Split,Urban&chick apt with garage,,,,9/1/2025,,,"Hair dryer, Cleaning products, Shampoo, Hot water, Shower gel","Washer, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Safe, Clothing storage: closet",TV,"Air conditioning, Heating - split type ductless system",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Bosch refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Other induction stove, Bosch stainless steel single oven, Hot water kettle, Coffee maker: Nespresso, Wine glasses, Toaster, Baking sheet, Trash compactor, Dining table, Coffee","Free parking on premises, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide","Pets allowed
Assistance animals are always allowed, Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more"
Croatia,Split,Petrova Apartment,853,,,,,,"Hair dryer, Shampoo, Hot water","Free washer – In building, Free dryer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Iron","Ethernet connection, 52 inch HDTV with standard cable","AC - split type ductless system, Heating",0,"Wifi, Dedicated workspace
In a room with a door","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Dishwasher, Stove, Oven, Coffee maker","Free street parking, Paid parking off premises","Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Self check-in, Lockbox"
Croatia,Rijeka,"Studio apartment Ilenia, the soul of Rijeka",263,,,,,,"Hair dryer, Cleaning products, Body soap, Hot water, Shower gel","Free washer – In unit, Free dryer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet and dresser","Ethernet connection, TV","Air conditioning, Heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Other induction stove, Single oven, Hot water kettle, Coffee maker: drip coffee maker, Wine glasses, Toaster, Baking sheet, Dining table, Coffee","Free parking on premises, Free street parking","Self check-in, Lockbox"
Croatia,Rijeka,5 min walk from City Center with Terrace,331,,,,,,"Bathtub, Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Bidet, Hot water, Shower gel","Washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet","TV with standard cable, Books and reading material","Air conditioning, Heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker: pour-over coffee, Wine glasses, Toaster, Baking sheet, Dining table, Coffee",Free street parking,"Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox, Host greets you"
Croatia,Rijeka,"""Area"" Luxury spa apartment",,5.0,5.0,9/29/2025,5.0,5.0,"Bathtub, Hair dryer, Cleaning products, Shampoo, Body soap, Bidet, Hot water, Shower gel","Free washer – In unit, Free dryer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Safe, Clothing storage: closet, wardrobe, and dresser","Ethernet connection, 50 inch HDTV with Netflix, standard cable","AC - split type ductless system, Heating - split type ductless system",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Samsung refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Electric stove, Samsung oven, Hot water kettle, Coffee maker: Nespresso, Wine glasses, Baking sheet, Dining table, Coffee","Private sauna, Paid parking garage off premises","Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Keypad
Check yourself into the home with a door code, Cleaning available during stay"
Croatia,Rijeka,"Tartaruga: sunny, quiet 4* apt. in heart of Rijeka",,,,,,,"Hair dryer, Cleaning products, Shampoo, Body soap, Bidet, Hot water, Shower gel","Washer, Dryer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Iron, Drying rack for clothing, Clothing storage: closet","55 inch TV with Netflix, Books and reading material","AC - split type ductless system, Portable heater",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stove, Oven, Hot water kettle, Wine glasses, Toaster, Baking sheet, Trash compactor, Dining table, Coffee",Paid parking garage off premises,"Pets allowed
Assistance animals are always allowed, Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
Croatia,Rijeka,"I Apartment with a view of Kvarner, parking & balcony",,,,8/22/2025,,,"Bathtub, Hair dryer, Cleaning products, Dove shampoo, Dove body soap, Hot water, Shower gel","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton njemačka kvaliteta, pamuk 100% linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Safe, Clothing storage: closet and dresser",HDTV,"AC - split type ductless system, Portable heater, Heating - split type ductless system",0,"Fast wifi – 273 Mbps
Verified by speed test. Stream 4K videos and join video calls on multiple devices.","Kitchen
Space where guests can cook their own meals, Siemens refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Bosch electric stove, Bosch oven, Hot water kettle, Coffee maker: espresso machine, Wine glasses, Baking sheet, Dining table",Free parking on premises – 1 space,"Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Housekeeping available from 8:00 AM to 11:00 AM, every day - available at extra cost, Host greets you"
Croatia,Rijeka,Apartment ART 2' + Free Local Tips from your Host',,,,,,,"Hair dryer, Cleaning products, Shampoo, Body soap, Hot water, Shower gel","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet","Ethernet connection, 32 inch HDTV with HBO Max, premium cable, standard cable","AC - split type ductless system, Heating - split type ductless system",0,"Wifi, Dedicated workspace
In a common space","Kitchen
Space where guests can cook their own meals, Electrolux refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Freezer, Electrolux electric stove, Hot water kettle, Coffee maker: espresso machine, pour-over coffee, Wine glasses, Toaster, Baking sheet, Dining table, Coffee",Paid street parking off premises,"Long term stays allowed
Allow stay for 28 days or more, Cleaning available during stay, Host greets you"
Croatia,Rijeka,Apartman Freesia,,,,,,,"Bathtub, Hair dryer, Hot water","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Iron, Clothing storage: closet","HDTV with HBO Max, Piano","Air conditioning, Heating - split type ductless system",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Other electric stove, Electrolux single oven, Hot water kettle, Baking sheet, Dining table",0,"Self check-in, Lockbox"
Croatia,Rijeka,Luksuzni Studio Apartman Eden,410,,,,,,"Hair dryer, Shampoo, Hot water, Shower gel","Washer, Hangers, Bed linens, Extra pillows and blankets, Safe","Ethernet connection, TV","Air conditioning, Ceiling fan, Heating",0,Wifi,"Refrigerator, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Dining table, Coffee",Paid parking on premises,"Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
Croatia,Rijeka,Top-notch apartment 10 min from the beach,746,,,,,,"Bathtub, Hair dryer, Cleaning products, Conditioner, Body soap, Hot water","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Mosquito net, Clothing storage: closet",TV,"Central air conditioning, Heating - split type ductless system",0,"Wifi, Dedicated workspace
In a room with a door","Kitchen
Space where guests can cook their own meals, Samsung refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Gorenje induction stove, Gorenje oven, Hot water kettle, Coffee maker: Nespresso, Wine glasses, Toaster, Baking sheet, Blender, Dining table","Free driveway parking on premises, Free street parking","Pets allowed
Assistance animals are always allowed, Long term stays allowed
Allow stay for 28 days or more, Host greets you"
Croatia,Rijeka,"Heritage Apartment ""Alga - Sušak""",593,,,8/30/2025,,,"Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel","Washer, Free dryer – In unit, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet","TV, Books and reading material","Air conditioning, Portable fans, Central heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Other gas stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Baking sheet, Blender, Dining table, Coffee",Free street parking,0
Croatia,Rijeka,"""Area"" luxury studio apartment with sauna, center",,,,,,,"Hair dryer, Cleaning products, Body soap, Hot water, Shower gel","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Room-darkening shades, Iron, Safe, Clothing storage: closet and dresser","43 inch HDTV with Disney+, HBO Max, Netflix, standard cable","Air conditioning, Heating - split type ductless system",0,"Fast wifi – 83 Mbps
Verified by speed test. Stream 4K videos and join video calls on multiple devices., Dedicated workspace
In a room with a door","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Samsung electric stove, Hot water kettle, Coffee maker: espresso machine, Wine glasses, Dining table, Coffee","Private sauna, Paid parking lot off premises, Paid parking lot on premises","Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Keypad
Check yourself into the home with a door code"
Croatia,Rijeka,Lux apartment SKY VIEW,638,,,,,,"Hair dryer, Shampoo, Body soap, Hot water","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Bed linens, Iron, Safe","Ethernet connection, 42 inch HDTV, Books and reading material","Central air conditioning, Heating",0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Electric stove, Oven, Hot water kettle, Coffee maker: pour-over coffee, Wine glasses",Free street parking,"Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
